text,true_label,pred_label,confidence,length,keyword,orig_label
report from the area say a woman name Sesilia Thomas Kipengele drown in the river a few day ago and more than four other woman include a standard six student of Mpiji Magohe   Kinondoni district   Ali Kudra be rescue from drown by good Samaritans,0,0,0.9965922,54,women,1
also   the club have solve the problem that young man and woman face in access SRH and HIVAIDS service   in most part of Tanzania health facility be not youth friendly or sometimes lack confidentiality,0,0,0.9981504,37,women,0
on May 8   the North East LHIN support the creation of an enhance Regional Warm Line   take it from a sudburybased operation manage by the Canadian Mental Health AssociationSudbury Manitoulin to a regionwide one   operate by consumer of mental health service so that northerner in need of mental health   addiction or other support after hour can talk to a peer and find out about service in their area,0,0,0.99902475,79,in-need,0
hundred of people have be think to be live or work at the Koshe landfill where the collapse occur March 11 on the outskirt of the capital   Addis Ababa   Most of the victim be woman and child,0,0,0.9978568,41,women,0
Ms Ma speak to her student while he be at the Dungavel detention centre in Lanarkshire and say    he just feel hopeless   he do not know what he can do   he be in despair about what await he if he return to Afghanistan because he have be away for three year,0,0,0.99837214,54,hopeless,0
this turn of political event have set a poser for the Sri Lankan community   traditionally the majority   especially the Tamil community   vote heavily in favour of Labour which have generally be more sympathetic to immigrant and provide more welfare even to asylum seeker who be entitle to housing and other benefit include child credit,0,0,0.9976418,56,migrant,0
Dr Lourdesita SobrevegaChan   Philippine Representative to the Association of Southeast Asian Nations   Commission on the Promotion and Protection of the Rights of Women and Children   ACWC    say it be the government s duty to promote and come up with a nondiscriminatory policy for all   particularly for the vulnerable sector,0,0,0.9981756,57,vulnerable,0
  although New Zealandborn people have a positive view of immigration   47 feeling immigration have have a positive effect on New Zealand    New Zealandborn people still have a more negative view of immigration than do immigrant   31 compare to 24 respectively,0,0,0.9990687,44,migrant,0
since Sri Lanka be the only country in the whole world where you get politician who betray its own native people and commit treachery against they and give preferential treatment to immigrant minority for political expediency,0,0,0.9987477,38,migrant,0
as leader   we will personally support victim but we ask the government to also help   we be go to clear all victim   hospital bill and we want to ensure that those leave homeless receive shelter,0,0,0.9950536,37,homeless,1
the Persons with Disability Act 1995 reserve 3 of all category of job in the government sector for disabled person   and provide employment incentive for public and private company that have at least 5 of their workforce comprising of disabled person,0,0,0.9989243,43,disabled,0
the airport security issue have flare amid debate in France and in Quebec about wear veil in public place   a poll last week show a majority of Canadians want a burka ban   it be inspire by the new legislation in France aim at ban veil wear by muslim woman,0,0,0.998024,52,women,0
Sabat be one of an estimate 1900 lesbian   gay   bisexual   trans   and intersex   LGBTI   refugee who live in Turkey   where homosexuality be not outlawed,0,0,0.99905795,27,refugee,0
accord to the speaker   poor family should have national health insurance coverage so as to assess basic health service   if Nigeria be to achieve its national health objective of provide health for all,0,0,0.99867105,35,poor-families,0
a feminist campaigner have accuse the Labour Party of   an appalling   orwellian betrayal of woman   after she be ask to leave a Labour Christmas party because her view on transgender right be make guest   feel unsafe  ,0,0,0.9983918,40,women,0
on Oct 1   at the Working America blog   a community affiliate of the AFLCIO   New Hampshire writer Susan Bruce attempt to make sense of the outrage    the lack of compassion be troubling but the level of anger be even more disconcerting   I suspect that the anger some people have for the homeless be fuel by their own fear that they be only a paycheck or two away from be homeless themselves  ,0,1,0.9562063,74,homeless,0
Soswa say that the main thing that homeless people complain about during the colder day   be that it be hard to get any sort of money from stand on the street,0,0,0.76635575,35,homeless,0
House Speaker Paul Ryan on Wednesday say that deport hundred of thousand of young immigrant bring into the country illegally be   not in our nation s interest    as he and President Donald Trump prepare to huddle with top Democrats to try to hash out a legislative fix,0,0,0.98718226,49,immigrant,0
and because pretty much everyone except Sandy Koufax and Vin Scully wind up on that disabled list somewhere along the line   the Dodgers also find themselves do stuff that we can guarantee no other firstplace team have ever do   for instance,0,0,0.9991523,45,disabled,0
